interaction_id,host_id,virus_id,source,index,method
11603132785045754122,15528005974109775687,17591725513422724516,HP3,31,Isolation
2644410527950592275,15528005974109775687,3390518629826330528,HP3,32,Antibodies
8960246127205631893,15528005974109775687,17586860628219751084,HP3,33,SNT
10734493794142244177,15528005974109775687,6544785357539398567,HP3,34,Antibodies
12516987635492377646,15528005974109775687,3204245762854746900,HP3,35,Antibodies
15266500755284321218,15528005974109775687,3242074424600891905,HP3,36,VNT
17596926882498964231,6982127076370694763,2681458355597084942,HP3,37,VNT
12476743383193481280,6982127076370694763,17586860628219751084,HP3,38,Antibodies
4642413067457444000,6982127076370694763,13775411033881180888,HP3,39,Isolation
8212334006933896130,6982127076370694763,3242074424600891905,HP3,40,PCR
12639407774443659728,6982127076370694763,12389214836194063022,HP3,41,Antibodies
17603760456556357619,13047934519247975308,4523509095839511647,HP3,42,PCR
16926459204408263850,1445001533332946450,163839097879216412,HP3,43,PCR
10913123329836412244,17680716240573306037,12389214836194063022,HP3,44,Antibodies
1575011857843032111,17680716240573306037,16549202438472958810,HP3,45,Antibodies
16902171037097039380,17680716240573306037,17126410074084784438,HP3,46,Antibodies
16137624376268912341,2073520633912646988,9277343162131336606,HP3,47,Antibodies
16783948282524275431,2073520633912646988,17126410074084784438,HP3,48,Antibodies
17360070698521887683,8426142923887002147,12389214836194063022,HP3,49,Antibodies
1518000261752382092,8426142923887002147,9277343162131336606,HP3,50,plaque reduction neutralization
2054339813082391431,8205077005404559894,11081879976877798254,HP3,51,Antibodies
11834083427071203915,16345483165790434708,10535541935616310124,HP3,52,Antibodies
10780165521877264907,16345483165790434708,12389214836194063022,HP3,53,Antibodies
2033070514676250172,16345483165790434708,6047386012101978409,HP3,54,Isolation
17160419495449002733,2810180097151261121,3390518629826330528,HP3,55,Antibodies
2613725542934403840,2810180097151261121,2681458355597084942,HP3,56,CF
997255459135173368,17010576024574365231,457071346428068863,HP3,57,Antibodies
7561807364688710268,17010576024574365231,6382833114198683884,HP3,58,Antibodies
6830685469327411393,17010576024574365231,13120900932876957746,HP3,59,Antibodies
10205061943812337128,17010576024574365231,1697768963126032348,HP3,60,Antibodies
15249057052361354354,17010576024574365231,4900726848050265433,HP3,61,Antibodies
3045990351204645064,17010576024574365231,11161252599263477965,HP3,62,Antibodies
16648130400978453848,17010576024574365231,12389214836194063022,HP3,63,Antibodies
283213807038054689,17010576024574365231,13284537641207722785,HP3,64,Antibodies
15305918148030924762,6503452814911530494,17586860628219751084,HP3,65,SNT
14694406133652950309,6503452814911530494,6544785357539398567,HP3,66,Antibodies
7039313680834464148,6503452814911530494,3204245762854746900,HP3,67,Antibodies
9361920805540232638,6503452814911530494,3930713939635889593,HP3,68,Antibodies
9580638682044752073,6503452814911530494,10690037770775155769,HP3,69,PCR
4114000447283517451,1383414199776670843,3390518629826330528,HP3,70,Antibodies
7619692585554767458,1383414199776670843,13122920425040064884,HP3,71,Antibodies
7022492528738520564,1383414199776670843,17586860628219751084,HP3,72,SNT
15139115732352152564,1383414199776670843,11799468802461072923,HP3,73,Antibodies
17334365195454499507,1383414199776670843,12389214836194063022,HP3,74,Antibodies
7641453583206949260,1383414199776670843,9277343162131336606,HP3,75,SNT
3983118049578600832,14061282049995910620,3390518629826330528,HP3,76,Antibodies
7913093725020741435,14061282049995910620,11799468802461072923,HP3,77,Antibodies
15702972072018020111,14061282049995910620,3204245762854746900,HP3,78,Isolation
3248806460927676999,3331817215691123072,163839097879216412,HP3,79,PCR
5145714770096955184,1135149025422362376,6134173261115149921,HP3,80,Antibodies
5654344046382405830,7929711254231979362,10447145266344039820,HP3,81,Isolation
6651624650382396965,7929711254231979362,6191200282980197340,HP3,83,Isolation
11736743540463101247,7929711254231979362,3219621407966852173,HP3,84,Antibodies
11736743540463101247,7929711254231979362,3219621407966852173,HP3,85,Antibodies
12897478300050815291,7929711254231979362,6134173261115149921,HP3,86,Isolation
14296979284160788213,7929711254231979362,16323207775961579059,HP3,87,PCR
2373787459706877533,7929711254231979362,9277343162131336606,HP3,88,plaque reduction neutralization
5331806710744329800,7929711254231979362,17126410074084784438,HP3,89,Antibodies
11381675206672529194,17716297156863150055,13462781053803235924,HP3,90,Antibodies
9447241566854656623,17716297156863150055,18119491300758849118,HP3,91,Isolation
17664511634271090472,17716297156863150055,17222965738287152078,HP3,92,Isolation
1960372463265200509,17716297156863150055,6352459929476953957,HP3,93,Antibodies
6107586105217496216,17716297156863150055,15740475902652848776,HP3,94,Isolation
991754318359873845,12040814466941272334,4268706806710258366,HP3,95,Isolation
18165018699751895222,13419261503363070691,17675287054471846917,HP3,96,Antibodies
1845175199420771379,13419261503363070691,18119491300758849118,HP3,97,Isolation
13466660455754221897,13419261503363070691,15508378202050544904,HP3,98,PCR
2641824395492887715,13419261503363070691,6352459929476953957,HP3,99,Antibodies
15153727343988274167,13419261503363070691,6557666130914977967,HP3,100,Isolation
11798708038782615059,13419261503363070691,12720597196260945778,HP3,101,PCR
16463833011558305899,13419261503363070691,15167375473923386318,HP3,102,Isolation
9078521261661583990,13419261503363070691,6357105551447847050,HP3,103,Antibodies
5877179105569002699,13419261503363070691,15740475902652848776,HP3,104,Isolation
1757369266574232790,11375687377548003839,6352459929476953957,HP3,105,Antibodies
4461818650433384981,6819907536230834669,17222965738287152078,HP3,106,Isolation
14160706420800673099,2712247677191609635,4268706806710258366,HP3,107,Isolation
12432343028502113655,15307270564562330165,17675287054471846917,HP3,108,PCR
9421360865666125748,15307270564562330165,25836230273752892,HP3,109,Antibodies
14229618239318820864,15307270564562330165,10447145266344039820,HP3,110,Antibodies
1484070507335411561,15307270564562330165,10975951463936354632,HP3,111,Isolation
9575017738102089374,15307270564562330165,15508378202050544904,HP3,112,PCR
12746131481821803233,15307270564562330165,2435673711027529634,HP3,113,Antibodies
10449583064057120836,15307270564562330165,6352459929476953957,HP3,114,PCR
18260576506431917300,15307270564562330165,6557666130914977967,HP3,115,PCR
3454062199748018719,15307270564562330165,12720597196260945778,HP3,116,PCR
6446560234833523542,15307270564562330165,15167375473923386318,HP3,117,PCR
6585096068167609003,15307270564562330165,1602759318781165926,HP3,118,PCR
15985660698289187606,15307270564562330165,8869164968030847420,HP3,119,Antibodies
3152594414913065616,15307270564562330165,13598783297652641634,HP3,120,PCR
15316776594705914395,15307270564562330165,17811097665209793506,HP3,121,Antibodies
1155499247196771339,15307270564562330165,5688293221150328394,HP3,122,Antibodies
17764592460721690238,15307270564562330165,6357105551447847050,HP3,123,Antibodies
6624470198752947377,15307270564562330165,15740475902652848776,HP3,124,Isolation
8602278337097318891,15307270564562330165,12120121428750758986,HP3,125,Antibodies
2568933889882423059,16141765518209181104,17904523902579217001,HP3,126,antigen
13982117570082527940,5211744164396786142,17495101039151362850,HP3,127,Antibodies
4424263837609146025,6047457838021509699,13120900932876957746,HP3,128,Antibodies
6383857540081931845,6047457838021509699,4900726848050265433,HP3,129,Antibodies
9423501431943281410,6047457838021509699,163839097879216412,HP3,130,Antibodies
10411726800249772459,6047457838021509699,17126410074084784438,HP3,131,Antibodies
13592093982252587559,10421000367869093456,163839097879216412,HP3,132,Isolation
17064962832155039921,14093214341044069996,13120900932876957746,HP3,133,PCR
4392042270953993446,14093214341044069996,5154969066566824397,HP3,134,Antibodies
10231831466936546465,14093214341044069996,4900726848050265433,HP3,135,Antibodies
17455373400692759153,14093214341044069996,14394700841728354293,HP3,136,Isolation
5448534159737816419,14093214341044069996,163839097879216412,HP3,137,Isolation
2923356320535221564,14093214341044069996,11161252599263477965,HP3,138,Antibodies
13438422571152692827,14093214341044069996,12389214836194063022,HP3,139,Antibodies
9716648605690216437,14093214341044069996,16460090204348411177,HP3,140,Isolation
1984157317658228895,14093214341044069996,13284537641207722785,HP3,141,Antibodies
5522653524488689492,14093214341044069996,11308437777433584991,HP3,142,Antibodies
6276688971268433387,14093214341044069996,9277343162131336606,HP3,143,Antibodies
7611047472967114876,14093214341044069996,9263854268818775228,HP3,144,Antibodies
5858221118532086775,14093214341044069996,6047386012101978409,HP3,145,Antibodies
1563375379623677068,14093214341044069996,17126410074084784438,HP3,146,Antibodies
12019708259163028805,16502992816553330860,7507939039240444391,HP3,147,Antibodies
7941988312933758271,16502992816553330860,13120900932876957746,HP3,148,Antibodies
9454071715593022084,16502992816553330860,5154969066566824397,HP3,149,Antibodies
10544046060103052817,16502992816553330860,1697768963126032348,HP3,150,Antibodies
16698464351588195560,16502992816553330860,4900726848050265433,HP3,151,Antibodies
9522997287656086583,16502992816553330860,7657714704833284298,HP3,152,Antibodies
1140951469830505352,16502992816553330860,16535591303311280403,HP3,153,Antibodies
5594304163768641058,16502992816553330860,14394700841728354293,HP3,154,Isolation
9897161214382825645,16502992816553330860,13237986556602551930,HP3,155,Antibodies
7037873306599003844,16502992816553330860,15942708150294525467,HP3,156,Antibodies
9182365183759132323,16502992816553330860,163839097879216412,HP3,157,Isolation
4306993119470958958,16502992816553330860,11161252599263477965,HP3,158,Antibodies
5658702199083968801,16502992816553330860,12389214836194063022,HP3,159,Antibodies
7877606905433948932,16502992816553330860,16460090204348411177,HP3,160,Isolation
308503355616441688,16502992816553330860,11308437777433584991,HP3,161,Antibodies
9908317036008000898,16502992816553330860,9277343162131336606,HP3,162,Antibodies
226611492229388700,16502992816553330860,6047386012101978409,HP3,163,Antibodies
15132726656882372147,16502992816553330860,17126410074084784438,HP3,164,Antibodies
16925448738810667553,2135310041097239735,163839097879216412,HP3,165,Antibodies
12316883266419259684,2135310041097239735,11161252599263477965,HP3,166,Antibodies
12112928183241086197,2135310041097239735,12389214836194063022,HP3,167,Antibodies
8499564798046090854,2135310041097239735,11308437777433584991,HP3,168,Isolation
10060015365731652072,2135310041097239735,9277343162131336606,HP3,169,Antibodies
17155242538276588715,2135310041097239735,9263854268818775228,HP3,170,Antibodies
2301057037467193871,17157513440363252175,163839097879216412,HP3,171,Isolation
15301954903122283077,1023167487719391327,11161252599263477965,HP3,172,Antibodies
1490149835476187454,1023167487719391327,16460090204348411177,HP3,173,Isolation
17875693705490802928,16170487010764077599,4231175029902739203,HP3,174,Isolation
1733115292471780260,5370600265448504009,10502054118239209141,HP3,175,isolation
3796005979617648625,5370600265448504009,7057404262494510188,HP3,176,Isolation
16809349992513593355,5370600265448504009,7466764124939419703,HP3,177,Antibodies
11467727498063275338,5370600265448504009,4231175029902739203,HP3,178,Isolation
3786820517156882055,5370600265448504009,3109366076805431088,HP3,179,Antibodies
9028422072285423138,5370600265448504009,838538440633150026,HP3,180,Isolation
6724036968545149199,5370600265448504009,10690037770775155769,HP3,181,Antibodies
9713484504973089103,5370600265448504009,13104111842787935126,HP3,182,Isolation
18242792206879787188,5370600265448504009,18411227504570170916,HP3,183,Isolation
14960763975096447952,5370600265448504009,10718340808441465586,HP3,184,Isolation
5954962434175221373,9873572327098455280,12776981735512737153,HP3,186,Isolation
1344814875442786047,9873572327098455280,17904523902579217001,HP3,187,PCR
9324474384699060075,17022402765557300725,17675287054471846917,HP3,188,Antibodies
11563703745919990381,17022402765557300725,6352459929476953957,HP3,189,Antibodies
1008600299777830108,2708123243588651444,12914292949711575407,HP3,191,Isolation
14284486290995501612,2708123243588651444,9563728005974625173,HP3,192,Antibodies
12094124913063635910,2708123243588651444,9582171658105714045,HP3,193,Isolation
16718148917691839525,14902731169475103115,3528425061814415609,HP3,194,isolation
7138892231338593677,14902731169475103115,16837691062540119582,HP3,195,Isolation
4357069030699079091,15575632365788838494,12389214836194063022,HP3,196,Isolation
14841477776145034793,12230105824220770685,163839097879216412,HP3,197,PCR
3139431794628552947,14099242939731813746,3390518629826330528,HP3,198,Antibodies
15063220100677521441,14099242939731813746,11799468802461072923,HP3,199,Antibodies
9061678630684435520,14099242939731813746,3204245762854746900,HP3,200,Isolation
442934696932570993,2037910131925111988,12839862590907267233,HP3,201,Antibodies
1120005985215483119,2037910131925111988,16286268199107649498,HP3,202,Antibodies
2134882502357389021,2037910131925111988,9277343162131336606,HP3,203,plaque reduction neutralization
6844738289668398204,18318044798334360134,17495101039151362850,HP3,204,Antibodies
7803121700984492658,4612002672736649640,7168546388283892588,HP3,205,Antibodies
6620963573872872736,4208250306588237665,7168546388283892588,HP3,206,Antibodies
17294944438417898089,12337141837380903949,4683417815542886560,HP3,207,Antibodies
5298823418808155280,8226319727505187152,3109366076805431088,HP3,208,Antibodies
14220945663078204409,8226319727505187152,12720597196260945778,HP3,209,PCR
16384779156867264530,8226319727505187152,15167375473923386318,HP3,210,PCR
3664683031506306104,8226319727505187152,2718662940827870315,HP3,211,Isolation
3178960263862213169,6221279506725213397,3109366076805431088,HP3,212,Antibodies
6477520856589069176,6221279506725213397,2718662940827870315,HP3,213,Antibodies
7618967649652086104,2816088648641434708,18112857299839610344,HP3,214,PCR
7008050929287854191,2816088648641434708,15740475902652848776,HP3,215,Antibodies
5382159601899216628,8087769121162887608,9277343162131336606,HP3,216,plaque reduction neutralization
4261646096981077157,10666267407634443549,18346352125791371250,HP3,217,Antibodies
15933468969749839711,13218042795018281112,3390518629826330528,HP3,218,Antibodies
12881986398529487034,13218042795018281112,5637782048735955356,HP3,219,Antibodies
4864793185430051776,13218042795018281112,17586860628219751084,HP3,220,Isolation
14239893022604909611,13218042795018281112,13462781053803235924,HP3,221,Antibodies
5073441606944286144,13218042795018281112,11799468802461072923,HP3,222,Antibodies
17078820775119794420,13218042795018281112,3242074424600891905,HP3,223,PCR
12598320787956394034,13218042795018281112,3612834171162446910,HP3,224,Antibodies
7312697268018546033,7073808488476278434,2681458355597084942,HP3,225,PCR, Isolation
13537368373342038112,7073808488476278434,17586860628219751084,HP3,226,PCR
4690320922478228914,4890019379659885638,3204245762854746900,HP3,227,Antibodies
4816576884625384939,6566920518432376166,3204245762854746900,HP3,228,Isolation
620672287279837681,6566920518432376166,3242074424600891905,HP3,229,Isolation
10749862111295589823,6566920518432376166,13768840976191858605,HP3,230,Isolation
7861877417196650626,6549541244084411904,9159456699954216982,HP3,231,Antibodies
11937815250576907479,6549541244084411904,3242074424600891905,HP3,232,PCR
9755366385314525266,9002064672862877457,2681458355597084942,HP3,233,VNT, ELISA
5913201288057271877,9002064672862877457,14226400905551270184,HP3,234,PCR
2627458311497301008,9002064672862877457,17586860628219751084,HP3,235,Isolation
6855630349434375903,9002064672862877457,3204245762854746900,HP3,236,Isolation
1612346055540674175,1899582492037069568,17156070782460599623,HP3,237,Isolation
1568666602399950175,1899582492037069568,987719371652572623,HP3,238,Antibodies
8762921653378174314,1899582492037069568,1152132591744803582,HP3,239,PCR
253851302645358712,1899582492037069568,2688330662089612810,HP3,240,Isolation
1798277102390413838,1899582492037069568,7042201971909544041,HP3,241,Isolation
18155151260872979663,1899582492037069568,3390518629826330528,HP3,242,PCR
3835224831994771219,1899582492037069568,3341286332777839796,HP3,243,PCR
11877405561375881036,1899582492037069568,4771212092025188345,HP3,244,PCR
1529981072674169097,1899582492037069568,17806486794628535497,HP3,245,Antibodies
4007970102688757550,1899582492037069568,10108981295825129448,HP3,246,Isolation
2876296890824608842,1899582492037069568,1800971589203908170,HP3,247,Isolation
16488331784994686170,1899582492037069568,13380283184646407733,HP3,248,Isolation
13745889972350632003,1899582492037069568,8661475511298363453,HP3,249,Isolation
11106135325330139718,1899582492037069568,16492162225706225881,HP3,250,Isolation
18336882554810676996,1899582492037069568,18112072482691455736,HP3,251,PCR
3988787691908913454,1899582492037069568,5375145707256847433,HP3,253,Isolation
11969877513358140583,1899582492037069568,11892871985450517814,HP3,254,Isolation
16388376426388628659,1899582492037069568,2681458355597084942,HP3,255,PCR
11064099019835690103,1899582492037069568,485219537679551073,HP3,256,Isolation
11045334737308269012,1899582492037069568,3608969388943787933,HP3,257,PCR
18147873137227679646,1899582492037069568,1881366740745924650,HP3,258,Isolation
18086129420537088038,1899582492037069568,17786189149304279470,HP3,259,PCR
13269983707693203193,1899582492037069568,11321437915071620510,HP3,260,PCR
3470463867157278054,1899582492037069568,1002503066881459596,HP3,261,PCR
6895445674179053953,1899582492037069568,14226400905551270184,HP3,262,PCR
17334020140747378456,1899582492037069568,3136496847498798708,HP3,263,Isolation
16679992446651387664,1899582492037069568,12609618881716655505,HP3,264,PCR
4113892431887251005,1899582492037069568,10870745200898855492,HP3,265,PCR
5254380092424282636,1899582492037069568,13122920425040064884,HP3,266,Isolation
5089295409034965486,1899582492037069568,12757485541209514904,HP3,267,Isolation
15763885399315900300,1899582492037069568,2595234816200857988,HP3,268,Isolation
9730201421500566741,1899582492037069568,5637782048735955356,HP3,269,PCR
17296274540923006470,1899582492037069568,4644253032496164610,HP3,270,PCR
12327336276405813599,1899582492037069568,17586860628219751084,HP3,271,PCR
3361368077689152621,1899582492037069568,1540767526180714174,HP3,272,PCR
8251804524281665712,1899582492037069568,7057404262494510188,HP3,273,Antibodies
6709350794554530131,1899582492037069568,5700938571370022874,HP3,274,Antibodies
13813705819715773943,1899582492037069568,17675287054471846917,HP3,275,PCR
3253140618799418442,1899582492037069568,6544785357539398567,HP3,276,PCR
18264313200272404950,1899582492037069568,11330716355901753230,HP3,277,Antibodies
8239907715386817197,1899582492037069568,3301998906230472574,HP3,278,Isolation
18185890931878645360,1899582492037069568,10447145266344039820,HP3,279,Isolation
3271812763566992438,1899582492037069568,11799468802461072923,HP3,280,Isolation
17770241677753518108,1899582492037069568,3204245762854746900,HP3,281,Isolation
207947911675185980,1899582492037069568,4683417815542886560,HP3,283,Antibodies
5781591716645420242,1899582492037069568,7466764124939419703,HP3,284,Antibodies
13028567823046624048,1899582492037069568,12302071619651703101,HP3,285,Antibodies
6284756136771309561,1899582492037069568,9563728005974625173,HP3,286,Antibodies
14531013878839554862,1899582492037069568,3930713939635889593,HP3,287,PCR
8199191000011045143,1899582492037069568,10926722216941016187,HP3,288,Antibodies
2154332898757846312,1899582492037069568,3242074424600891905,HP3,289,PCR
7409793811686656121,1899582492037069568,6635326103906003174,HP3,290,PCR
4803553291082940757,1899582492037069568,8171035676655594903,HP3,291,Antibodies
1284285090983327369,1899582492037069568,17445880609660029025,HP3,292,ELISA
10233001315606021357,1899582492037069568,533702749723631956,HP3,293,Isolation
2395405032478271370,1899582492037069568,163839097879216412,HP3,294,Direct Fluorescent Antibody Testing
3727021399721250550,1899582492037069568,10690037770775155769,HP3,295,PCR
6761797268293838027,1899582492037069568,13768840976191858605,HP3,296,Isolation
17783708878737072347,1899582492037069568,6591031608705415744,HP3,297,Antibodies
2510206575354195050,1899582492037069568,8476547176502974279,HP3,298,PAGE
6568824885306684484,1899582492037069568,16471733615688647989,HP3,299,Antibodies
9651873186273796034,1899582492037069568,3248881032536954978,HP3,300,Isolation
9448979735154593113,1899582492037069568,11474971960417636231,HP3,301,Isolation
10704810572124489373,1899582492037069568,14166978199443076864,HP3,302,Antibodies
236738247049354000,1899582492037069568,10849439303533740672,HP3,303,PCR
848402556777866346,1899582492037069568,5084578605675439887,HP3,304,Cell culture, PCR
2419643411379590071,1899582492037069568,14345111875205607854,HP3,305,Isolation
9013647409862656201,1899582492037069568,16323207775961579059,HP3,306,PCR
3984665867412759861,1899582492037069568,9356666005269711760,HP3,309,VNT
10482146815594018666,1899582492037069568,4065471662846790751,HP3,310,PCR
5808130215378436870,1899582492037069568,9277343162131336606,HP3,311,Antibodies
4452576478747416370,1899582492037069568,9263854268818775228,HP3,312,Antibodies
2454209305380429657,1899582492037069568,2408770164135122181,HP3,313,Antibodies
7357007142862142757,1899582492037069568,149763585663183544,HP3,314,Antibodies
5723627098824681034,1899582492037069568,6435795283296163135,HP3,315,Antibodies
3561162509407878122,1421869021978727866,3204245762854746900,HP3,316,Isolation
1869037731821878736,9312603635483645001,14394700841728354293,HP3,317,Isolation
8063679551373561859,9312603635483645001,11081879976877798254,HP3,318,Antibodies
9644748933518244056,9312603635483645001,12389214836194063022,HP3,319,Antibodies
10323555785212868321,11047949074183046641,5068968914753482608,HP3,320,Isolation
15900777266783993811,11047949074183046641,4784038037424840682,HP3,321,Antibodies
7506299263700471723,11047949074183046641,12389214836194063022,HP3,322,Antibodies
767520874903657831,11047949074183046641,9277343162131336606,HP3,323,plaque reduction neutralization
1686939018710603328,6127504252637872633,9159456699954216982,HP3,324,Antibodies
942611577717918344,14992848649224180007,5375145707256847433,HP3,326,SNT
11768380828667673262,14992848649224180007,17786189149304279470,HP3,327,Isolation
1590819995344999804,14992848649224180007,13122920425040064884,HP3,328,Isolation
11195300431363856067,14992848649224180007,17586860628219751084,HP3,329,PCR
399771288375915589,14992848649224180007,1873412341181179343,HP3,330,Isolation
17924809870950019582,14992848649224180007,7507939039240444391,HP3,331,Antibodies
7957349658577145878,14992848649224180007,6382833114198683884,HP3,332,Antibodies
2664214097387416426,14992848649224180007,6544785357539398567,HP3,333,Antibodies
1191907270494541029,14992848649224180007,3204245762854746900,HP3,334,Isolation
375352364030446696,14992848649224180007,11151319944303484652,HP3,335,Antibodies
10692683041497494147,14992848649224180007,15942708150294525467,HP3,336,Antibodies
322181384911839752,14992848649224180007,3242074424600891905,HP3,337,PCR
12606154581685551567,14992848649224180007,17445880609660029025,HP3,338,PCR
15832094669047381854,14992848649224180007,13768840976191858605,HP3,339,Isolation
2463432162181212530,14992848649224180007,14166978199443076864,HP3,340,Antibodies
3937482036938296551,14992848649224180007,9555853511397205320,HP3,341,Antibodies
11697051401966154211,14992848649224180007,2408770164135122181,HP3,342,Antibodies
16904158343767379986,1986391103166538692,9277343162131336606,HP3,343,plaque reduction neutralization
17935632239480689261,15384243714163115312,9277343162131336606,HP3,344,plaque reduction neutralization
3327650925807909397,10978408311867868924,15724479234335631720,HP3,345,PCR
14321946429671150633,10978408311867868924,10447145266344039820,HP3,346,Antibodies
7756128836807027770,10978408311867868924,8927981270219743094,HP3,348,Isolation
7756128836807027770,10978408311867868924,8927981270219743094,HP3,349,Isolation
580473617376049405,10978408311867868924,17811097665209793506,HP3,350,Antibodies
17237172283034417997,10978408311867868924,4523509095839511647,HP3,351,Isolation
897268464149171697,18059401978610343975,2323656111386752465,HP3,352,PCR
5140031048267660976,18059401978610343975,13340440969160477863,HP3,353,Isolation
10372039386128400162,18059401978610343975,2236870951147006486,HP3,354,Isolation
17077293303683558285,18059401978610343975,4647634590766628082,HP3,355,Isolation
12444834411764086563,18059401978610343975,15352136676073251212,HP3,356,Isolation
4075154135255316739,5619165131265093686,17848256795722436059,HP3,357,Isolation
12436854063643382848,5619165131265093686,2323656111386752465,HP3,358,Isolation
3692493014869329267,9135264664779359894,17848256795722436059,HP3,359,Isolation
2910379247503186046,9135264664779359894,12389214836194063022,HP3,360,Isolation
16620988096216390228,2182999150500450626,18346352125791371250,HP3,361,PCR
9000271703967418174,12033488007358128402,9277343162131336606,HP3,362,plaque reduction neutralization
6078642170214975846,14962949096227823295,7507939039240444391,HP3,363,Isolation
11571275138729915453,14962949096227823295,1697768963126032348,HP3,364,Antibodies
11302660881226472825,14962949096227823295,14394700841728354293,HP3,365,Antibodies
16584316115391864139,14962949096227823295,11081879976877798254,HP3,366,Antibodies
741269009621454194,15513334476036518877,6544785357539398567,HP3,367,Antibodies
11493333605264825983,15513334476036518877,3301998906230472574,HP3,368,Antibodies
7835764132533167934,5776135242170146608,6337087174054177454,HP3,369,Antibodies
2848005459235062761,5776135242170146608,987719371652572623,HP3,370,Antibodies
4042818982279439948,5776135242170146608,3390518629826330528,HP3,371,ELISA
2526639087277410893,5776135242170146608,11159460590232540650,HP3,372,Isolation
15727941782539921489,5776135242170146608,6544785357539398567,HP3,373,Antibodies
3056257176756672059,5776135242170146608,3301998906230472574,HP3,374,Antibodies
13238389309318618387,5776135242170146608,14970567740730782703,HP3,375,PCR
6273374566880960958,5776135242170146608,3204245762854746900,HP3,376,Antibodies
10910913657542778735,5776135242170146608,7466764124939419703,HP3,377,Antibodies
4773645596024665066,5776135242170146608,2667328760186138585,HP3,378,Antibodies
12415385044777001080,5776135242170146608,17445880609660029025,HP3,379,PCR
13344671014649609401,5776135242170146608,10690037770775155769,HP3,380,Antibodies
16696055988036702746,5776135242170146608,14345111875205607854,HP3,381,Isolation
6244687476793991316,5776135242170146608,149763585663183544,HP3,382,Antibodies
8862066353262182734,13069979024540605496,6337087174054177454,HP3,383,bcELISA
11944989964471060295,13069979024540605496,3390518629826330528,HP3,384,ELISA, SNT
17554199970215334156,13069979024540605496,163839097879216412,HP3,385,Isolation
12528049574232490724,5755231040685704209,3390518629826330528,HP3,386,ELISA, SNT
6234465944181914615,4957848142510357876,6337087174054177454,HP3,387,Antibodies
11524850887088613594,4957848142510357876,12582990511237967752,HP3,388,Antibodies
12117520115946154469,4957848142510357876,4771212092025188345,HP3,389,PCR
1677211689687354663,4957848142510357876,7057404262494510188,HP3,390,Isolation
3591674035018213973,4957848142510357876,13170017216115098085,HP3,391,PCR
1921901882044715261,4957848142510357876,8489454800476842464,HP3,392,PCR
1495369173035788228,4957848142510357876,9672548602128104480,HP3,394,Isolation
6026690453429261980,4957848142510357876,13729134585474688994,HP3,395,Isolation
13605579964585744396,4957848142510357876,14891250338655290882,HP3,396,PCR
17036565531111735778,4957848142510357876,6544785357539398567,HP3,397,Antibodies
5685693311469635074,4957848142510357876,3223665346342201276,HP3,398,Antibodies
15437305827195498428,4957848142510357876,4683417815542886560,HP3,399,Antibodies
17994340086998349560,4957848142510357876,11154628820525209874,HP3,400,PCR
12077064510900507905,4957848142510357876,7853937415216819617,HP3,401,PCR
18361495947122331619,4957848142510357876,97811060220832774,HP3,402,PAGE
14021371149181165909,4957848142510357876,4406983810927184620,HP3,403,Isolation
10221833298024913837,4957848142510357876,15568990286933769663,HP3,404,Antibodies
782492785431290427,4957848142510357876,10926722216941016187,HP3,405,Antibodies
